Position,Job Posting,Company,Website,Emails
Content Creator,https://www.indeed.com/company/Supermarketing/jobs/Content-Writer-7d344a1c179a0c70?fccid=2bcdcb929c3551c0&vjs=3,Supermarketing,https://www.supermarketing.com.au/,
Sales Manager ��� South Florida,https://www.indeed.com/rc/clk?jk=2530c80cd7695f86&fccid=e3e9c08832d2db09&vjs=3,EAST WEST GROUP,http://eastwest.holdings,
Product Marketing Manager,https://www.indeed.com/rc/clk?jk=d751c0945f5af153&fccid=d1deb2bde3dca51e&vjs=3,"eMed, LLC",https://www.emed.com/,
Integrated Media Planner,https://www.indeed.com/rc/clk?jk=652c3b25431faf3d&fccid=089a456cf5f85c58&vjs=3,Uniteppk,https://www.uniteppk.com/,
Marketing and Social Media Coordinator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cl15Gq1_VAagzKVYHBIyd_CnRSPc991thc65BVM7gYCeOAzZoRECpFbGh0HddYCdVDaA-w1bcUfOPKMFwr-S1jwEk7az6cD3dmEW6vIwONDe9KfrrfvuR64OuqyZrnxRmniDH5wDHz8GDe85mx0S6e1imW-ZGl9X4hVEeAHIjuEa1FOVtthveVJwTObJYdAvMVic0bEsZpkmnesyUuoQnt7WpRmQJG1drAVnhFZHe41Nhu75psfSB-EdOfz9LObkIcmQaUyzMudVXZMrNqCAUW7Sd8PU1toaeQe9I0PYFd0KRznwiU-vWCYnrRpVf514cjh3ujXZe3ZAyYugCmMJ_B34YIBM5xxoxEjHQUgU4e30FdIa0MwyyqKZPuhNkpfejP-tWSKEOMobObR0X_y-2jX5KtVGJYlXS1Ooda5PzGTdmUbLcJmTwvLAjQSHAjCF88eHV58tobcf2gHtFfIjg4Uv6BPNn52takVDCSuqQiEolQg0Q3tR0nGxuNag1XQJ0JrRG1a3v-FV5AZ9MPk3jUPvMTTvJ-lDBvAzDbnAk5nPTd4n09tbo7xwUjZS_LKYtTb-kXwSDIwuxpF8WTzlq5pIKgvZwOiTaaxtQViNOo--WfHTnsHr35apuwdEC6-NAtIm9tJiFCGw==&xkcb=SoDP-_M3PQg8a9ADfL0AbzkdCdPP&p=11&fvj=0&vjs=3,Better Talent,https://bettertalent.com/,
Marketing Specialist,https://www.indeed.com/company/Wine-World/jobs/Marketing-Specialist-3a26efb7b088a910?fccid=f93f467b94b902e6&vjs=3,The Wine Bar and Market Pensacola,https://www.thewinebarfl.com/the-wine-bar-pensacola,
Marketing Account Manager,https://www.indeed.com/rc/clk?jk=9c5e153c67d9123d&fccid=e9f3309418ec0e4e&vjs=3,Presh Marketing Solutions,https://www.preshmarketingsolutions.com/,
Marketing Assistant,https://www.indeed.com/rc/clk?jk=f5410fa6bb96b224&fccid=33b96f11d4202a4d&vjs=3,"CrossCountry Mortgage, LLC.",https://crosscountrymortgage.com/,
Marketing Manager,https://www.indeed.com/rc/clk?jk=6d5a99cd7a384e49&fccid=d88993f0c01012c3&vjs=3,Forcura,https://www.forcura.com/,
Digital Account Director,https://www.indeed.com/rc/clk?jk=0edef1e0fbddc9a1&fccid=904e9483c827415b&vjs=3,Cendyn,https://www.cendyn.com/,
Product Owners,https://www.indeed.com/rc/clk?jk=fdf08a116964fd8c&fccid=ef9e3004ad7fb6f8&vjs=3,IK Multimedia,https://www.ikmultimedia.com/,
Marketing Manager,https://www.indeed.com/rc/clk?jk=71740ddf2e342dbe&fccid=7fe50bcc1258c2e5&vjs=3,Berman Physical Therapy,https://www.bermanpt.com/,
Social Media Specialist,https://www.indeed.com/company/Melia-Creative/jobs/Social-Media-Specialist-ff6bf6fd206ae182?fccid=209e939ee1b64f5c&vjs=3,Melia Creative,https://www.meliacreative.com/,
Associate Creative Director-Experience Design-Deloitte���s Green Dot Agency,https://www.indeed.com/rc/clk?jk=83e0e29a23e6b928&fccid=9e215d88a6b33622&vjs=3,Deloitte,https://www2.deloitte.com/us/en.html,
Regional Director,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CKNvdBtBh9SnuMcnkEvhJOJZTsmZHyY3ybnWicrfIHv_n_DtH6BkBHirkuRrIuSLzFHfvPG37W8LA4cxISJDIco6dlxYjyeOTUnzVsJiAqNywM2gOk1iY2lUEr4qFsdxnXOzp_d2LgRPK6arb7pNaRepI5V-prQfWN92a883sk7iN-KOSGZqJP3LlGBfWXxLPs1AR_ywl0JfuISFqH3_-w5utDMMBOF3kEdu2K-zzT7CDM8Erlpyqd-BHeePRRV8BCI6cD4svr3G5d6Nx5DK-AC9sTHVEhcDZV47JE1DqMyHNm4nlA9bYV8QWNxkQ1BdZQzaAYR7AVrq36LaS3IKJurwJSrlHF-NHXlrO0y6JHhnYSzIx7-uLUEFG0RkbDRzdtIF_wiCeFnYRP6ocVEoTWyO-IekBCCHE7G55_u242C5sWzTzB4bRNMshaZ1l3LvIS0cXGe-zTRDLJvA5-awKEodP-GBkuRwf2Ca4P39K6wm3oxUGUAC8LeVALzdKrkmJalZZmBblX5XeUyirH_6lI&xkcb=SoBE-_M3PQg5Gj2bbR0AbzkdCdPP&p=11&fvj=1&vjs=3,My Care Finders,https://mycarefinders.com/,
Marketing Instructor- Adjunct,https://www.indeed.com/rc/clk?jk=9c46c5a2384152de&fccid=5882bca90f7aca4b&vjs=3,Everglades University,https://www.evergladesuniversity.edu/,
Marketing Communications Coordinator - Christ the King,https://www.indeed.com/rc/clk?jk=855fe0726a8ff70a&fccid=83e951824e6b19d9&vjs=3,The Catholic Diocese of St. Petersburg,https://www.dosp.org/,
Digital Mktg Specialist,https://www.indeed.com/rc/clk?jk=9df178af782a6c3b&fccid=d957099e221092ef&vjs=3,BHHS Florida Network Realty,https://www.floridanetworkrealty.com/,
Marketing Writer,https://www.indeed.com/rc/clk?jk=0718b28a0f407ca9&fccid=db43ba8622dd90f8&vjs=3,The Moorings Park Institute Incorporated,https://www.mooringspark.org/,
eCommerce Content Strategist,https://www.indeed.com/company/MSC-Cruises/jobs/Content-Strategist-d73d04803aca2e56?fccid=79f65995d89e275a&vjs=3,MSC Cruises,https://www.msccruises.com/en-gl/Homepage.aspx,
Marketing & Listing Manager,https://www.indeed.com/rc/clk?jk=da586b488b7b221d&fccid=dd616958bd9ddc12&vjs=3,The Julie Bettosini Team at Stockworth Realty Group,https://www.stockworth.com/julie-bettosini,
Content Creator,https://www.indeed.com/rc/clk?jk=827aa53743ed4b9b&fccid=1a0f3beb63215204&vjs=3,Apyx Medical,https://apyxmedical.com/,
Marketing Coordinator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BDxw-XNML-_aqPMhJEIX08bHCNN4uxyu7seiMNc7cRzdxBktGyBgdvBSOhSYC3TabIYPlMSQtauQlFOAoJPsLCBAfZThLkoO2ziFyCk8W0Rys5PaVj_bAWKZGxj8tFfF8whqMOSReMHUg3M96DuNzb9xMAm6TE_slt46r9DM36LSB-m04tG8Err4iFReA9ezlctK8jnFTaxt_t3sWsPhAeatjGsRITZKx-Pu72rrkBPGUTV12VGJGs89uPPxUyDqVOJ5WeJqJNjuLO7RJ3P2vu2jda79XDRWQ5KWNeSxqi4hzYOZdW-YTn0azonJsp8u4suzIuMwlYzifEQDZLU_2BXCrpa_Bnfsqo0_0jlRUi-3EC2uRBsZ_o2fCH_tABFzwd4KsLQm3ipYbceYjTqWKrWK8Nj2zZ8w3zMRZ6j14Ck1N2h0K9oGpy3fBxlrOHYb4HvJiqaDad7vGwWohhTYWBNGHFLqOWBIHPKf3EOVqSZKS-Yx1HzS6K3SOh9kEke4au51rOLhJiBKFve2OSulWrwYUos-2ewQsZV1QwCqQLkO-P0Cupiv-YhRBv15B1faraAQgST-OVVMGJFdAjD_dDf4H6FogIxydSBNOtHseXhYNa1H0U-iKyqAlycIlUQLEZT9Nk2nsMHID28cspgLqwHUDdnSOdZ0I=&xkcb=SoAc-_M3PQg2BsWxB50NbzkdCdPP&p=10&fvj=1&vjs=3,Publix Employees Federal Credit Union (PEFCU),https://pefcu.com/,
Product Marketing Manager,https://www.indeed.com/rc/clk?jk=43f0b27bfa1803cc&fccid=ab6c87f566f02ea1&vjs=3,"RxBenefits, Inc.",https://www.rxbenefits.com/,
"Digital Specialist (Website, Email & Social Media)",https://www.indeed.com/rc/clk?jk=f5aab14f30194b36&fccid=ef3f8228a46da22d&vjs=3,"Chauvet and Sons, LLC",https://www.chauvetlighting.com/,
Marketing Representative,https://www.indeed.com/rc/clk?jk=c7f98bd381eae368&fccid=2dfd4101cd75a658&vjs=3,SERVPRO of Pembroke Pines / West Miramar,https://www.servpro.com/locations/fl/servpro-of-pembroke-pines-west-miramar,
E-Commerce Marketing Manager Tactical Gear,https://www.indeed.com/rc/clk?jk=3f5da7006cc3a201&fccid=5b0abd4752ada830&vjs=3,RTS Tactical,https://rtstactical.com/,
Marketing Specialist - Events,https://www.indeed.com/rc/clk?jk=6c625e4b1d5fbdd7&fccid=ea25315ee9da22e5&vjs=3,Comcast,https://www.xfinity.com/,
Marketing Coordinator,https://www.indeed.com/rc/clk?jk=beb3478926e9de80&fccid=a164bf23a8044233&vjs=3,Goodwill of South Florida,https://goodwillsouthflorida.org/,
HarborWalk Community Marketing Agent,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CDMnWCKvBrS6nSvyYQq4VCvXDVvievhzNWW4tbMHmoISgkgLr8I9H0gg196-XwQ7P7BpRDDHqLcr4aj2WTocL2mDaHOlV2awzH_iyKZ47ez4tuv1EvjK1tDv79PndI5Vxc2y5C5Aw2iJj2SL_8O72JAvd9Nf3Qdbrk0e0me96y2EKiMu5VadYWIuf7mbOw_c0eXfLO0rx0dXDB05O60CgAax5ipA7p4DIqS2EVF98kMkjL1YKNjrAauFmH2fXHDHDxn3fdKSVX3zq5n7QKoCnmCDs8BiLALQglr_WiLJh4mRDi8TOucIka_mAclP3S299IGoqCKreBlZExjY4CIhl0rXi7h2CklXDEfDRfRybIC4nstfKdiDCtkXd_unX-ZGIL8xOrvvr82l4_SVOwaeABwSlL1Hrp8uygDMHbAunB3CWKb2zCTRF6a0Gy_6SGYKHXXdas9XO4W1VBAmUd89r4d8Mm_dUrY6nIlQtzWE6xkB_sxezUmH4gv__ANLggXtuTWCzp7t69Gov1nQ45oIW_7FjhPvTBW2ZnCgwh6AlHdA==&xkcb=SoBM-_M3PQgxx0g0ZL0ObzkdCdPP&p=5&fvj=1&vjs=3,Wyndham Destinations,https://www.wyndhamdestinations.com/,
Event Marketing Rep - Remote|West Palm Beach,https://www.indeed.com/rc/clk?jk=498422aa149fc3bb&fccid=554197db889d39d9&vjs=3,"The Bynes Company Office Solutions, LLC",https://bynesco.com/,
Regional Director,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CKNvdBtBh9SnuMcnkEvhJOJZTsmZHyY3ybnWicrfIHv_n_DtH6BkBHirkuRrIuSLzFHfvPG37W8LA4cxISJDIco6dlxYjyeOTUnzVsJiAqNywM2gOk1iY2lUEr4qFsdxnXOzp_d2LgRPK6arb7pNaRepI5V-prQfWN92a883sk7iN-KOSGZqJPYt0-Hh2bVhvLpUlCD0iIZgzQ1cJZ9C1LsYPPEPNgrA-o9_XP34rzTke4J9lXwxCdeT0N1uvcs4Pi724qjZcpkjosyqq_c8klb1QcoG9R4eothc9h9Uo34anVWoucSUz0R3YL8i5p2uOjt4d1yHAqKIsVsajlhOQq4yReDZJT68TiNQcIXTTzynEnOQULk4afGgF7IqqAng_NbwJrXlVZ-IjoHIxOPe8oONFN2j-Zjc8GyX2oVXOSIcIj0pkTB6qSZgIMCWMJCnh2_RKMuqTt_jjuwqtWxZ3DgMdc6GKzF7N9sWACqGS61lcoo_UvHOd-L4TqNcWkYlgQKGfzA2Cx7tDx3tB2fYHw&xkcb=SoBl-_M3PQgxx0g0ZL0MbzkdCdPP&p=7&fvj=1&vjs=3,My Care Finders,https://mycarefinders.com/,
MARKETING COORDINATOR,https://www.indeed.com/rc/clk?jk=7e11006246a17ac5&fccid=07d059c3ce4ac4c4&vjs=3,LandQwest Commercial,https://lqwest.com/,
Copywriter,https://www.indeed.com/rc/clk?jk=fddd27bad3dd6932&fccid=2c2f938a714250b6&vjs=3,Drive Social Media,https://drivesocialnow.com/,
Business Development & Marketing Associate,https://www.indeed.com/company/CertaPro-Painters/jobs/Business-Development-Executive-a4076abd4f987873?fccid=9160f37d65326699&vjs=3,SemperSmart,https://sempersmartgames.com/,
2023- 24 Digital & Social Media Assistantship,https://www.indeed.com/rc/clk?jk=748c35d732349730&fccid=b3e4368b034400e5&vjs=3,Orange Bowl Committee,https://www.orangebowl.org/committee/,
Marketing Assistant,https://www.indeed.com/rc/clk?cmp=The-Forbes-Company-%2F-The-Gardens-Mall&ti=Marketing+Assistant&jk=df93e4a4120527fb&fccid=2f4dbdbbe7152c9f&vjs=3,The Gardens Mall,https://www.thegardensmall.com.my/,
Senior Copywriter,https://www.indeed.com/rc/clk?jk=dad045531c44512f&fccid=dac5dfa9f05470c2&vjs=3,Launch Potato,https://launchpotato.com/,
"Content Production Manager for Exhibits, Kennedy Space Center",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CT2xX8NRzQAkc8Ae3-QEv0uZkBdcnnO5nQWnWHEoOjGSTTICAn7GimXQtw3T55Odj0Ht4DK3DK7JSeXd8J1hztfhhom0rRQOFNQBeZgobjoyCRz2r2hwKMtKLf-EGIjOAkZa5BRlMShEQwFARak0O6HnqJ9guNn5niMNDzRYo0rfzgilr92ERM3yDNeeiZe-c2bOlNIAKcvzs0JMtYfW1wgdv3_4lNo8DLMI9Y3vZd5TzqzatUOow4b6E76X67_ejGQVRKneEOQHRgsgzMRjmgx-fg6cj08G-zxYWoy5Z07d0pxoksMnCCU6lqkgNvF0d8e_fFiqVuEwM07FMl_q2O4Tw34CSxf-9noPDA-TRxziHDn53hHqTpR8HKtwIemOt7iwQTXyyqg1hRVmRXnY_FSrkFoUowAzMqWS4fcUjVzeOVu0iKDfZgacFehvVmLStnEwHV25KqJ-Uk5Q1FM9LUoI1TibuUaGSmvp0FdXYoaKe3rmREz-xtTSEcgo7Q5xdC4A2DRsR5NX5pBnz8ItBvvAUPBRoonpoOV8RjI_n3YtpMB4PpaivwOdRzm_RmMmZ6ullDT5_eW4HSlHZrAP_TjjcsdUwCdr085HfltYSN_nSVYE7ewOitbBFus6dVplZAqNRKDg0hwcHAJKKn9OCIlNbm5c_u5rh6wmOA1Udzku5lZZI76UW4knScBE5aeYQ5vDc6GL29z4JPAXRsH4X3XPASr_T9XMGiSw1yW0XcVazGEL8ZfdBHtauNV1Q8yc9tqTy0kESYruw1UsAeP4ag2z1FjskPx7PfVf8thbCazFlsrRuI-P85dGdWUHQARNifPmM9Dolo4UoW0RYqQ_XG6bca0pLnxYzG_FgnkXvkDArqiyRxXmPHr20JG8WQwPPQ16OZYjSIroRSGBI02v4IVqzIMOiv1TyYdj_klI4aIu_CdZY1xmnTkzOdvHovZoPY7lUpCTw1D4470KlLbJZ-keudthVlyPM9Ky0EUDoaztuwYWrnoK_n36yXgoz2dqn8u2olXGTe7SodOysx1j1dQvk_c-WJ8b88YGiicl8Iz30bFfqofQgIsVbKO-u03z6cvmCj8A2qcPALC9SCsMerXqKxE5YUOeJ137eTMn4FFxaW-4jJ1WAIAerxwYPwonwmP1ELjadoQQ==&xkcb=SoBX-_M3PQhO8dRSYR0MbzkdCdPP&p=7&fvj=0&vjs=3,Delaware North,https://www.delawarenorth.com/,
"Account Executive, Content Management",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A-7TqTJ-884Cex_Y5krdCeNtajjiiPqdburqUTJIohlyCiSLOWOsQYIC4MR3SKiB67wl3mfek51T29tQNeYpI7oKLx8nP_lMg_qHQtxQbO3tj3qLZLaiM-pOGcax76IR6YhGgiBdAQd0IEWDzASBG-m96w1UAJCs6dujB-vTVWgJE4xRiy0rNtQEed0mDFYApZMsYgZ2De23faa_KQFp7UZf4PyT5yDj63Y8rHWaqXCillNk27YMn0KNZp4Xin-YoV2I1rRf6cE2xUWOWYT3_8BpjRjOkijCblqGJUeC-YlVy-dOYZPtuYPDp9dRkelJ8exebz1dCnZHqEYW2QLX_ZUBe09L_zkuaOyUqp0AG_MMalWgSku7ov16NKrMBDTzcFk1rqcanvCGBsIijDKDgNSte5KZb2nbJ11egcDndnUtWD6GpZBm15CyYvGoQXlUl3MNGfFqX8dpY6QB56gFxyTqOMG5yNtFXE9tPdgvt-q7ltUzUNAGIRLKgTHAjjjjcw10ldZx2iiCk9J_04tnCk1dXLsKe8I_QHZBO_-dC-4mw1uhzD7-1Nk8kkEUrbs0VH32GTV9q1_5wrnAujS5mG16vJZUaVzJjbBMXPby6NZQ_-otdchgckOq9yyMQmih7Sy9iF6EBmWJL0W2y9MmOvjo3L6UX8jl-5Es8zZx_lh0QsF18gfQVjwoNjtvy-eiP7wCUaYkAWLOQXTUXA5-AWXwYmF0vxZgzJfdjpNaZsxJ0LDMLS_v8_rsdzs2lNUZr0L8WN2sPzzqLYIt94ojMsp-fwaGsjJ9bSc2e7kvJyKYXEhcC05A9Zl2LDEQHg5qcoScdI4hRT_1VrHkxoBvhVrKCYSV8y5BhmrpsYTS3_DvKAqe4DOvL-Gft2M0XpAvyLVcgsN6PwZfb68FGiPJIx7zTw83QgubqzEVmjMsxCZNX9G3IqqTQeq782f7shse0FwslxafWEqWdk9tfNW6Qf-T9VpucuwRfTPBerI8khWDhfwQl9dT5dLInk9kpOA6vV4MXNc1TwO3Ayju2R9lhP&xkcb=SoC--_M3PQhO8dRSYR0DbzkdCdPP&p=8&fvj=0&vjs=3,"Software Resources, Inc.",https://softwareresources.com/,
"Content /Digital Media/Digital marketing *urgent opening * Miami, FL, 33132",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BTYkY06FZEdAAtNWO-eDAfNklmfZymsMF6eFRONl7rAMN5x_2sHrqXfWPo9rHDxSOzdDDES3DyMasSx6MhmaNjhpRd9P0W6D6h4g8nf5RLZyWylhCJJiTuWliUXQlVtf4ENGd87jPuhkrwuEU6BKCB56l-vQU-QJ8SBLJnwBdjIW3Z5Kiv1_OUkyJZONou21ZLxyZapDLuD6RdoGIgmmyvGIJ__fNPEu2EG_301QvQYNzjpjf4MEfLaOZ_nW2Tn80wqwPaPTQkWIvda8dYvtXI07NpCgVhfSMD2bLVgtJsJdKSD1xogrj2sSVjgI4S7SRG9JPIIr0xI60y45n6FFCffj_pi1WOUXu-7J-zZ892AbX_pP2NkCDmGtrwLKe-M7snUGyb96sbpoBCiPhUAviBrNPmooygavIhP8yPjEmTUFsJ9RBGLGR4t_x9ihrxXMY0bBwQFE9SW4L7Nso-p5kj357OljSZ-PFLuOx4TNItSEQq9_-IFh944gFSXSpgwdw5tsBWBkxqXFyOrsVGnt_CFVtA0BAdNO2vLfyW1V801V3O9qS0xCWlNuaOJKJMqWqqut8qyThOeBzjwUcBJ40zVa3yg0-OnpVwdhwDCFnGbg==&xkcb=SoCX-_M3PQhO8dRSYR0BbzkdCdPP&p=10&fvj=1&vjs=3,DISYS,https://www.disys.com/,
Marketing Director/Associate Executive Director,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DsrDIUue1tvFcWJK5g6oaQoouCD2jLdUs9B6Pd4PXdxQcRAde5h-8JGozyour2SwLvNYo8OY0rvBvaH3YTuLpbhZC8bNrb-C_6eSEcP4GFLVXUFBFzHg5AUT8A2ExFuImbcqDxNApCdPlKe0k9wB9o7cclVGk488nzL913FGAes_fPYmrHauMEivJtYabuSoAW5soKIWOj8_MsbBL5yliGqM2GDF1QlLkH76lKik9vdygtst7sji3Y96y2XMtAUNXS9B4y8cIxKZRVpl8I3N-7fK7VYpKTGTTd19rtrl-FcbHD6de2UjdP_xK1oo1ruK1y1-x4pxQ_MlQV4TXZphPvE3OsQcFkBooVEI1ANix9jyCTwYLFonvOrNUwlkq6yVozAAmM_vK5XGzjWGpY5O7HZdrhY7ccTKxY5PWr0cZPg2ZqKuG6NMHiHPUl5JTZUYcmUvD89ZV99hGccFUdow29rYwzBAdw2_NPwRd4thkY8kP4ubxAip1o_cFVdCH_SrX25k5_Sf_6bvK7JvvmdKbUMDK8JfjM8jYTX9rJa3KM33eUSpmQN1x0&xkcb=SoAj-_M3PQhO8dRSYR0AbzkdCdPP&p=11&fvj=0&vjs=3,Meridian Senior Living,https://www.meridiansenior.com/#/,
Digital Media Specialist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BTYkY06FZEdAAtNWO-eDAfNklmfZymsMF6eFRONl7rAMN5x_2sHrqXfWPo9rHDxSN_TAp4wiJ8bPy6nzEsTGslwisuT-Oif3tuIpVpNcpqYyh34Z_zA_dJjQzQ5oas_GUtygV6vmHMn18dfQ5fovyvYrmPcR6CGIFVhnETLIy3CTnMV5ZXvgE6bhByioswewAgvQFXP8Kn1WOI-jktnICAJaxgkctVkZGYSgKvU8mffATvVKensA_mwD1Ik2nwxj1wgqm-S3prYA1U-eEBkxiOZaiXAGyL0_VdZGlIatMc_u67aR-yKoAdycxkMx07tNcrQPVTJbStjFckPx9zEg_ZWv0tIyRlslHCkwG_P3A4lcatqYanYNORnaEZzVe8nEtOjVivxKDBdIpOMELnEddkP4pjfrA4KN6IBGa_-LkMc6Ptv49U9DibPuO4G9PpcAsbgK9ashqhTGUcKemmRni3BsNR7Y7Dq4cBhqNtZLUZjGSASD0R0-RsCpDjrFm-sM8IjpIJEcqrDyZkOSKhIgEsEeHTnx1yHx_1XkKhq-AO1g==&xkcb=SoCt-_M3PQhO8dRSYR0HbzkdCdPP&p=12&fvj=1&vjs=3,DISYS,https://www.disys.com/,
Creative Studio Manager,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhK3mRMsdSsMyRgy8AM-wYtG9tr8oRy296GzcXdiXla3afhiy7Q9ggEIIIyqTFJkT7-f16tKMvSK10BYK7dVVfkgRqfr7lQfUP-u-aBlHMxFbqtlMxLk35DBbHqcsYwTYwt2bK9695FvtZwPZQDGpeXvCLAXUYQqBZznOeC0U44M1B1rqa11tZT0bNxH-uEgnKS-AbYdNFUbdszi4x-T_wMI0Frj6ks0BInUeHjFVZGXaTsucqwx6GbJItLR51iJcg_c2ZAvU1vuN-lDubGjh7iJKHtED2KEKBYKxQvp1aBDJeKVJS6dVcYT4AbU00-oYKzir4eSHJjrHoUFGe6M-FykHudByK4jZ-C-89F4-awH05pTvHh4K0IeOAkyKV6kdAV-GfOF_wbbNBydJKi-QKgGHo3i7MoCz3Vt1B4u9txA05GzWK-wLmtwm4DoGw-E7uPvB-gEXueNfIiB1lJ2SMzidlk4aMG0QS0O4ie9PwF52gFgNgi8KmrpP8Qex8KvzeMMxjToAx7J6W1RRTmZiEf_kBSzO5T9U=&xkcb=SoCE-_M3PQhO8dRSYR0FbzkdCdPP&p=14&fvj=1&vjs=3,e-Graphic Design,https://e-graphicdesign.com/,
Community Relations Director,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A95QM0J6Yjwz4QhYk1F_k--VtIi0AOllhIsHTP5Z7yGd_fkMaa2YFg_X9qLljJoZJry4e_fDkk4iGfRvLFoaYAdYaxouAfa4Ndo424BcAyV3dGsT4WUFTY_ApAsZmfcppFYjJjvBZh4aMG9QXpbjj_KJ0CjOSXmm6TGESN3ZFGj3WyPRexwkMVqwF-kHEXtm_NJ_4BGGxOjnzqfNytPd3U9i5bG3hdOhxahq19KuL-TMFcRGMur8BAv9fanMQwk1bNimridNbb4y3sgb1VQW7O4twUvbM-eYYktdnBEV5DIPPAwIOU0f-cFOx6Y0P2yCSY0PqCPgCu6g6maMjMTssGgZOaWrWuIltlqMh4OBBGqoMOvJooIuvUY4-Ncg_ym7UhxvXVYUWHO0oGHqyrzslSRD6wVAJAJNDUv_3oIJ79uiWpMEcB6GpDzNZ6zKR1pQTRVow7C8CzTKCO000G4aFU0JXhhq7NvmHlJWERi3WUM-gDBBqSCvExp3_nPWF6lrADq7xiZz_agIKlS4lbEDrV0-A5j5hsWjo=&xkcb=SoBN-_M3PQhLEGQ9Sh0LbzkdCdPP&p=0&fvj=1&vjs=3,Pacifica Senior Living,https://www.pacificaseniorliving.com/,
Copywriter (Marketing and Advertising),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A-7TqTJ-884Cex_Y5krdCeNtajjiiPqdburqUTJIohlyCiSLOWOsQYIC4MR3SKiB5bWkGjhQXpZbarEDxqprTq2VcAb7nWFctnrihQRd9TqyJ2RDOYKJmTuvUsmYjvaeUswVFWcTMO7BtKVZ2205jkrJLJCcSZ-sJDpvZEnap_6jmnDqg0Q47otDGvGJfiPVL65cg84OF3CHUw9Fzmsumt3FZqumT56q5GEYEcS1gurTZdaff2JzliY9pYCHLOYBvtZJ_UmsOgZEEQLBThhwVyOxw1r7J4Nh97eyGCfPKApNLwH8CAAIgcMpt6LXa_EGI9pFYcU8ykAI7h5SdIl2iqZWCDB697QNXg1wYzwHbasdRak3HkxGYQbgD_oKKItHuPF6m9I0blJSJIVfoGLSZbAhkROXPLzEVcmuHugXOPR4H-KWzXa5d6c-2XMkeK7aAMdgoVN3xHwjTTgYmyf9OeBOvw5xlDSflnXgFtdNAFtfikNa-07M8GNImyByvEYo4EssMUwI2OcDXFzhbYFAERHU1_IlavILFZHxkXGRhojODIhEIqcfXVJrlYEfSBaZ2HchflWumoBERbWmmo1UuyvMc1PLBDtQpLDCHWqgpSDc72f3sJABbtPAlG83U1UyYtMjbcPYv4lwamB8hXhrdq7C_DLGE0NTgQ4Ww_3-qJfIfsBIQDE0xNzLiiyQODaR04s8h5kl5IT5LrqFDqoqq1yhUVPIbS8DIRLThXvIFLJfugYQ3oh6dSXIrRPfG_BWBp6Cvryker7KkxP7a9p3IX2xW6EAR2_bYD0OG93nhADfldM_E9AqZELnHdi4y28e5euQygruaS7fB7h4zLY3kvf6svS2RtULE5JNluDOqHmsmjAhg7Cz1A9tHphxsJ-0I7hxMGegW8EtXIpmJOdcYS6ohyCQGTpmsiXTX06dcoy7pXdlug6qFxpKrCrzF33BfpLBE5djVwkhna4m9m2hZR0ysRq8mFGzQlF3Fn51mPubiFhJf4JD7x_FlNlFLxj3TzofqD_kB26PQDmo-6yzrZ&xkcb=SoD5-_M3PQhLEGQ9Sh0KbzkdCdPP&p=1&fvj=0&vjs=3,"Software Resources, Inc.",https://softwareresources.com/,
After-Sales Marketing Coordinator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0APRXwIS7WOy0FgXWzjn_812wpwUHZ8hiERMEjhhX9dhBkjmQK8qS-3jERGxs2sWyjX_PtV1r0PCbNIxl8ZjGwXAnZq4N8zaKg7vSVkHe7kCXEFm7LqHAGHroUUw8YIftCkQl4LyUjMb_5rNS-_Xv-6e76mdfzKoANMnBjzHfvVRcIGX0x_5uBDLhYY7qw1OeJhVVq65LvE6nIWm2Iz8xHDuZxk2nrAc2X93-X00y43iDUN4Ohm4w96qZ6RNpmkPQ5N6ANPQnyroaHx5ky3hf8-SNW7ajA3r0BpBWm2HKWGEMAQY6v0D1he5OZw4l3Dwq9lgLr3iF_l9FOv30a_8nBso2CRKWLpiCqUJer4HPh3xtYY9EsYjeTYMQD00pLt5gOxm6OqymAWncYwBPR26HgL6Kl638IFPd8bAlzxZmm5MIU7uji7UQlvu_hYbktdpFhhyBkbiqL-umOn84wVu031LbTQq2kFnJZ3fAXUo3MdLpBB1eUQbROmoIu0a-46FVz4vi1__dAskOTYutWUZ_vZ8Z2oCtlvtaqybjjTUf7OhQ==&xkcb=SoBk-_M3PQhLEGQ9Sh0JbzkdCdPP&p=2&fvj=1&vjs=3,AutoNation,https://www.autonation.com/,
